,Text,Date,Sentiment
753,"Street signs: Electronics Mart shares, all eyes on earnings, and more",2023-01-09 00:00:00,0
754,Results preview: Non-financial companies stare at tepid Q3 earnings,2023-01-08 00:00:00,1
755,"FPIs begin 2023 in sell-off mode; pull out nearly Rs 5,900 crore",2023-01-08 00:00:00,1
756,Year of Bond starts with a $150 bin sales spree; may spill over this week,2023-01-08 00:00:00,0
757,"Q3 earnings from IT majors, macro data to drive markets this week: Analysts",2023-01-08 00:00:00,1
758,"8 of top 10 firms lose Rs 1 trn in mcap; Infosys, HDFC Bank, TCS top losers",2023-01-08 00:00:00,-1
759,"FPIs sold for 11 consecutive days; cumulative selling at Rs 14,300 crore",2023-01-07 00:00:00,1
760,TCS Q3 preview: Margins to expand sequentially; Revenue may grow 16-18% YoY,2023-01-07 00:00:00,1
761,Gold declines Rs 153 amid fall in precious metal prices globally,2023-01-06 00:00:00,-1
762,"Markets decline on heavy FPI selling; Sensex slips below 60,000",2023-01-06 00:00:00,-1
763,BSE signs MoU with Goa govt to promote development of SMEs,2023-01-06 00:00:00,1
764,Sebi permits AMCs to provide advisory services to all FPIs at IFSC,2023-01-06 00:00:00,1
765,Sebi proposes standard approach for valuation of AIF investments,2023-01-06 00:00:00,0
766,Investors stay put in overseas funds despite deep corrections in markets,2023-01-06 00:00:00,0
767,Margin gains ahead for Godrej Consumer Products on strong sales,2023-01-06 00:00:00,1
768,Results preview: FMCG firms confident of strong Q3 revenue growth,2023-01-06 00:00:00,1
769,"Oil firms making Rs 10 a litre profit on petrol, Rs 6.5 loss on diesel",2023-01-06 00:00:00,0
770,Q3 results preview: Strong tender activity to aid capital goods firms,2023-01-06 00:00:00,1
771,Indian shares drop 1% on earnings as US data indicates rise in Fed rate,2023-01-06 00:00:00,-1
772,Sigachi Industries zooms 19% as board plans to mull fund raising plan,2023-01-06 00:00:00,1
773,Dabur India falls 4% after Q3 update hints high inflation to dent margins,2023-01-06 00:00:00,-1
774,Landmark Cars hits new high after weak debut; surges 17% in two days,2023-01-06 00:00:00,1
775,Stock of this SME company has zoomed 70% in 10 days after a stellar debut,2023-01-06 00:00:00,1
776,Bajaj twins need to sustain these key levels to prevent extended selloff,2023-01-06 00:00:00,0
777,Speciality Restaurants soars 20% in 2 days; hits record high in weak market,2023-01-06 00:00:00,1
778,Rama Steel freezes at 10% upper limit as stock turns ex-date for 4:1 bonus,2023-01-06 00:00:00,1
779,IDBI Bank up 5% on Sebi nod to reclassify govt post sale-stake as 'public',2023-01-06 00:00:00,1
780,"Financial, IT shares drag Sensex 453 pts, ends below 60K; Nifty near 17,850",2023-01-06 00:00:00,0
781,"Stocks to Watch: RIL, Ambuja Cements, IDBI Bank, Voda Idea, VLS Finance",2023-01-06 00:00:00,1
782,Time till Jan-end for entering details of non-convertible securities: Sebi,2023-01-05 00:00:00,0
783,Stocks skid for second day as hawkish Fed weighs; Bajaj Finance falls,2023-01-05 00:00:00,-1
784,Indian markets looking better in 2023: Franklin Templeton's Radhakrishnan,2023-01-05 00:00:00,0
785,Profit-booking takes some sheen off gold; commodity hits all-time high,2023-01-05 00:00:00,0
786,Higher sales growth for Marico contingent on rural demand recovery,2023-01-05 00:00:00,1
787,Sebi extends relaxation on dispatching hard copies of financial statements,2023-01-05 00:00:00,0
788,Sebi nod to reclassify govt holding in IDBI Bank as 'public' after sale,2023-01-05 00:00:00,0
789,Sebi issues debt broker license to Zerodha-backed GoldenPi Technologies,2023-01-05 00:00:00,0
790,"Sundararaman Ramamurthy takes charge as managing director, CEO of BSE",2023-01-05 00:00:00,0
791,"Here's why Sensex crashed over 1,200 points in two days",2023-01-05 00:00:00,0
792,Stock price of this SME company has zoomed 311% against its issue price,2023-01-05 00:00:00,1
793,Apar Industries hits new high; zooms 98% in 6 months on positive outlook,2023-01-05 00:00:00,1
794,IRB Infra dips 4% on profit-booking; board approves 1:10 stock split,2023-01-05 00:00:00,-1
795,"Tyre stocks in demand; TVS, JK Tyre, Apollo, Balkrishna, MRF rally up to 7%",2023-01-05 00:00:00,1
796,"SC relief fails to cheer multiplex stocks; PVR, Inox trend may turn bearish",2023-01-05 00:00:00,-1
797,BF Investment hits 10% lower circuit as board defers delisting proposal,2023-01-05 00:00:00,-1
798,Mahindra Finance gains 3% as RBI lifts ban on outsourcing loan recovery,2023-01-05 00:00:00,1
799,"Bosch, Uno Minda: Analysts bet on airbag makers on govt push for car safety",2023-01-05 00:00:00,0
800,"Day after lower AUM number, Bajaj Finance shares tumble 8%",2023-01-05 00:00:00,-1
801,"Sensex ends 304 pts lower at 60,353, Nifty below 18K; Bajaj Finance down 7%",2023-01-05 00:00:00,-1
802,"Stocks to Watch: Bajaj Finance, Marico, M&M Fin, IRB Infra, Adani Ports",2023-01-05 00:00:00,1
803,Radiant Cash Mangement's shares end debut session at an 11.4 % premium,2023-01-04 00:00:00,1
804,Asian stocks in 2022 suffer biggest foreign outflows since 2008 crisis,2023-01-04 00:00:00,1
805,"Regulating global index providers may put MFs in a spot, fear experts",2023-01-04 00:00:00,-1
806,FPI selling and decline in heavyweights pull Sensex 637 points down,2023-01-04 00:00:00,-1
807,MF growth slows down in 2022 after sprinting three years on the trot,2023-01-04 00:00:00,-1
808,"Sensex sinks 637pts, gives up 61K, Nifty near 18K; Realty, Metals top drags",2023-01-04 00:00:00,-1
809,IndusInd Bank slips 5% in a weak market despite strong Q3 update,2023-01-04 00:00:00,-1
810,"TVS Electronics up 18% on heavy volumes, hits 52-week high in weak market",2023-01-04 00:00:00,1
811,Stock of this private defense company has zoomed 170% in 6 months,2023-01-04 00:00:00,1
812,Indian shares open lower ahead of Fed minutes release; metals slide,2023-01-04 00:00:00,-1
813,Orient Cement up 21% in 2 days; firm clarifies on Adani stake purchase buzz,2023-01-04 00:00:00,1
814,"Radiant Cash makes a decent debut, lists at 10% premium to its issue price",2023-01-04 00:00:00,1
815,"Equitas SFB hits 52-week high, up 7% as RBI approves SBI MF stake buy plan",2023-01-04 00:00:00,1
816,"Stocks to Watch: HDFC, IndusInd Bank, PVR, Orient Cement, RIL, IT, FMCG",2023-01-04 00:00:00,1
817,NSE gets in-principle nod for Social Stock Exchange as separate entity,2022-12-22 00:00:00,0
818,Lupin set to gain market share in US flu season; shares up 6% in 2 sessions,2022-12-22 00:00:00,1
819,Sebi penalises 2 people for insider trading in Deepak Fertilizers shares,2022-12-22 00:00:00,0
820,Markets are cyclical; we only romanticise the good part: Shankar Sharma,2022-12-22 00:00:00,0
821,DCX Systems tanks 32% from listing day high; stock nears issue price,2022-12-22 00:00:00,1
822,"Jyothy Labs rallies 9%, hits 4-year high in weak market",2022-12-22 00:00:00,1
823,"Indian stocks top Asian markets, strong economic growth fuels hope",2022-12-22 00:00:00,1
824,"This SME company stock has zoomed 519% in 3 months; declares bonus, split",2022-12-22 00:00:00,1
825,"Fall in RM costs, higher urea subsidy may buoy fertiliser stocks: Analysts",2022-12-22 00:00:00,1
826,Thyrocare surges 26% in two days amid fresh Covid-19 scare,2022-12-22 00:00:00,1
827,Sula Vineyards makes tepid debut; lists at 1% premium to issue price,2022-12-22 00:00:00,1
828,"Triveni Turbine, Triveni Engg trade ex-date for buyback; shares dip 6%",2022-12-22 00:00:00,-1
829,Shankar Sharma at BFSI Summit: Budget 2023 shouldn't tinker with LTCG tax,2022-12-22 00:00:00,0
830,"Stocks to Watch: Sula Vineyards, RIL, Spandana, Speciality Restaurants",2022-12-22 00:00:00,1
831,Global stock markets advance but face highest monthly losses since 2008,2022-12-22 00:00:00,-1
832,Valuation gap with peers is expected to narrow for Axis Bank,2022-12-21 00:00:00,0
833,Sebi slaps Rs 10 lakh fine on Reliance Commercial Finance for defying norms,2022-12-21 00:00:00,-1
834,Foreign investors buy Indian equities in Dec first half even as stocks slip,2022-12-21 00:00:00,1
835,FPIs pull out a record Rs 1.22 trn from Indian market so far this year,2022-12-21 00:00:00,1
836,"Covid fears, profit booking pulls indices; Sensex down 635 points",2022-12-21 00:00:00,-1
837,Markets wilt for second day as fresh Covid worries spook investors,2022-12-21 00:00:00,-1
838,Sebi bans 3 former executives of firm linked to Chandamama comics publisher,2022-12-21 00:00:00,0
839,"Maruti Suzuki slips 3%, hits over 5-month low",2022-12-21 00:00:00,-1
840,Ease in margins seen from Q4 for dairy cos; stay stock selective: Analysts,2022-12-21 00:00:00,0
841,Finolex Industries hits over 10-month high; surges 8% on heavy volumes,2022-12-21 00:00:00,1
842,"Paper stocks log historic gains in 2022, will the trend continue in 2023?",2022-12-21 00:00:00,1
843,"Healthcare stocks rally up to 8% as Covid cases spurt in China, Japan",2022-12-21 00:00:00,1
844,Shyam Metalics up 9%; forays into stainless steel biz with Mittal Corp buy,2022-12-21 00:00:00,1
845,JK Paper hits record high; stock rallies 10% in four days on stable outlook,2022-12-21 00:00:00,1
846,Sebi suspends trading of agri commodity derivatives for 1 more year,2022-12-21 00:00:00,0
847,City Union Bank tumbles 9% as RBI finds divergence of additional gross NPA,2022-12-21 00:00:00,-1
848,"Covid-19, growth concerns push Sensex 635 pts down, Nifty below 18,200",2022-12-21 00:00:00,-1
849,"Stocks to Watch: IRFC, Airtel, Jubilant Food, Delhivery, CBI, KP Energy",2022-12-21 00:00:00,0
850,Equity benchmarks recoup most of intraday losses amid fag-end buying,2022-12-20 00:00:00,-1
851,"Sebi to tighten norms for stock exchanges, other market infra institutions",2022-12-20 00:00:00,0
852,Sebi to issue consultation paper for secondary market ASBA by March,2022-12-20 00:00:00,0
853,Sebi board approves phasing out shares buyback through stock exchanges,2022-12-20 00:00:00,0
854,Sebi opens doors for MF investment platforms to charge transaction fee,2022-12-20 00:00:00,0
855,NFO collections shrink in 2022 as new equity fund launches dry up,2022-12-20 00:00:00,-1
856,2023 likely to be a flattish year for Indian equities: Kotak Securities,2022-12-20 00:00:00,0
857,Sebi to gradually phase out share buyback through stock exchange route,2022-12-20 00:00:00,0
858,Indian shares trim losses on IT recovery; recession fears linger,2022-12-20 00:00:00,-1
859,PSP Projects soars 9% to hit record high on strong revenue visibility,2022-12-20 00:00:00,1
860,Shipping Corporation hits 52-week high; up 17% in 2 days on demerger update,2022-12-20 00:00:00,1
861,IRB Infra gains 3% as board plans to mull stock split proposal on January 4,2022-12-20 00:00:00,1
862,LIC hits over 6-month high; stock gains 10% in two days,2022-12-20 00:00:00,1
863,"Jefferies rejigs India model portfolio; Zomato, Bharti Airtel off menu",2022-12-20 00:00:00,0
864,Dabur India dips 3% as 1% equity change hands via block deals,2022-12-20 00:00:00,-1
865,"Sensex bounces 599 pts from lows, ends 104 pts down; Nifty tops 18,350",2022-12-20 00:00:00,0
866,"Stocks to Watch: Hinduja Global, Just Dial, IRB Infra, SWRE, Ramco Systems",2022-12-20 00:00:00,1
867,Manufacturing sector companies outperform on the bourses in 2022,2022-12-20 00:00:00,1
868,"Benchmark indices rise nearly 1% on heavy buying in oil, FMCG stocks",2022-12-19 00:00:00,1
869,Markets regulator Sebi clarifies on new ISIN allocation by depositories,2022-12-19 00:00:00,0
870,Sebi proposes major changes in investor grievance redressal mechanism,2022-12-19 00:00:00,1
871,Sebi moots measures to strengthen investor grievance redress mechanism,2022-12-19 00:00:00,0
872,Rs 1 trn m-cap club hits half-century in 2022 despite muted gains in Sensex,2022-12-19 00:00:00,0
873,"Ongoing divestment, healthy order inflows positive for Larsen & Toubro",2022-12-19 00:00:00,1
874,Not part of any negotiations': UTI AMC on Tata acquisition reports,2022-12-19 00:00:00,1
875,"Maha govt okays Lloyds Metals' Rs 20,000-cr project; stock up 26% in 4 days",2022-12-19 00:00:00,1
876,Accenture's retained FY23 guidance hints slowdown for IT firms: Analysts,2022-12-19 00:00:00,-1
877,"UTI AMC soars 15% on heavy volumes, trades at 4-mth high on Tata deal buzz",2022-12-19 00:00:00,1
878,Nykaa hits new all-time low amid slew of block deals in past one month,2022-12-19 00:00:00,-1
879,"Rs 1,500-cr Kfin Technologies IPO opens for subscription: Should you bet?",2022-12-19 00:00:00,0
880,"UTI, HDFC AMC top bets among asset managers; charts hint up to 17% rally",2022-12-19 00:00:00,1
881,Share buyback and revamp of disclosure norms on Sebi board's agenda,2022-12-19 00:00:00,1
882,"Speciality Restaurants surges 14%, nears 52-week high on fund raising plan",2022-12-19 00:00:00,1
883,"GIC Re, New India Assurance extend rally; surge up to 40% in one month",2022-12-19 00:00:00,1
884,"Sugar stocks on roll; Dalmia, Dhampur, Rajshree, Sakthi zoom up to 20%",2022-12-19 00:00:00,1
885,"Fag-end buying lifts Sensex 468 pts, Nifty above 18,400; auto, FMCG rise",2022-12-19 00:00:00,1
886,"Stocks to Watch: Tata Power, M&M, Tata Motors, Ashoka Buildcon, Spandana",2022-12-19 00:00:00,1
887,"Will US Fed's hawkish pivot push Sensex to 58,000?",2022-12-19 00:00:00,0
888,"Sell-downs, IPOs dominate private equity exits in November, shows data",2022-12-19 00:00:00,0
889,Mutual funds pivot to IPOs in November amid record number of deals,2022-12-19 00:00:00,0
890,"Street signs: Mean revision in TaMo DVR, GMPs for Elin & KFin, and more",2022-12-19 00:00:00,0
891,No mountain too high: A steady ascent likely to sustain for Nifty,2022-12-19 00:00:00,0
892,"Foreign investors infuse Rs 10,555 crore in equities in December so far",2022-12-19 00:00:00,0
893,Sebi enhances vigil on MCX technology transition; High Court issues notices,2022-12-18 00:00:00,0
894,Global markets remain at make-or-break stage after US Fed's rate hike,2022-12-18 00:00:00,1
895,Mcap of 9 of top 10 most-valued cos erode by Rs 1.22 trn; RIL top loser,2022-12-18 00:00:00,-1
896,"No big trigger at home, markets to track global trends this week: Analysts",2022-12-18 00:00:00,0
897,"GMM Pfaudler promoter sells 17.3% stake for Rs 1,324 cr through open market",2022-12-16 00:00:00,0
898,Sebi issues performance benchmarking guidelines for portfolio managers,2022-12-16 00:00:00,0
899,Sebi issues guidelines for winding down of clearing corporations,2022-12-16 00:00:00,0
900,Sebi issues performance benchmarking guidelines for PMS industry,2022-12-16 00:00:00,0
901,JSW Energy (Barmer) Limited issues bonus shares worth Rs 995 crore,2022-12-16 00:00:00,1
902,"Markets extend losses amid recession fears, indices dip second week on trot",2022-12-16 00:00:00,-1
903,DMRC Board approves raising of equity share capital by way of rights issue,2022-12-16 00:00:00,1
904,Mirae Asset Mutual Fund aims to launch precious ETF by Q1 next year,2022-12-16 00:00:00,1
905,GMM shares crash 15% as promoter Pfaudler Inc hits sell button,2022-12-16 00:00:00,-1
906,IRCTC down 9% in 2 days amid OFS by govt; stock slips below floor price,2022-12-16 00:00:00,-1
907,"Mahindra CIE surges 16% in two days, hits 52-week high in weak market",2022-12-16 00:00:00,1
908,"ONGC, Oil India hits over 5-month high after govt slashes windfall tax",2022-12-16 00:00:00,1
909,"Sensex can drop to 58,000, Nifty 17,700 if these supports are violated",2022-12-16 00:00:00,-1
910,"ITC stock hits 2-month low amid market weakness, slips 4% in two days",2022-12-16 00:00:00,-1
911,Sugar stocks sweeten in weak market on hopes of higher export limit,2022-12-16 00:00:00,-1
912,GMM Pfaudler plunges 18% after over 11 mn shares change hands in block deal,2022-12-16 00:00:00,-1
913,"Sensex tanks 461 pts, Nifty below 18,300 amid global rout; all sectors fall",2022-12-16 00:00:00,-1
914,"Indegene files draft papers with Sebi; eyes Rs 3,200 crore via IPO",2022-12-15 00:00:00,0
915,"Abans Holdings, Landmark Cars IPOs get lukewarm response from investors",2022-12-15 00:00:00,-1
916,"IRCTC offer for sale oversubscribed, but stock declines more than 6%",2022-12-15 00:00:00,-1
917,"Govt's share sale in IRCTC over-subscribed, investors bid for Rs 3,800 cr",2022-12-15 00:00:00,1
918,Markets tumble as Federal Reserve retains hawkish tone; Sensex drops 1.4%,2022-12-15 00:00:00,-1
919,Sensex tumbles nearly 900 points: Top factors behind Thursday's market fall,2022-12-15 00:00:00,-1
920,"Tariff order, consolidation to support rally in broadcasting stks: Analysts",2022-12-15 00:00:00,0
921,"Trading strategies in IRCTC, other rail-related stocks amid stake sale buzz",2022-12-15 00:00:00,0
922,Indian shares set to fall on hawkish US Fed despite slower rate hike,2022-12-15 00:00:00,-1
923,IRCTC dips 5% after government sets OFS floor price at steep discount,2022-12-15 00:00:00,-1
924,"Sensex drops 879pts, Nifty near 18,400 on Fed's hawkish pivot; IT worst hit",2022-12-15 00:00:00,-1
925,"Sovereign investors favour US, India as top 2022 investment markets: Study",2022-11-21 00:00:00,1
926,"ICICI Bank, Bajaj Finance see highest FPI inflows in July-September",2022-11-21 00:00:00,1
